ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
14632,K. Khan,geo,Dawn,Balochistan,Multan,Health,PPP vs PMLN war of words heats up,,,,-1.654186538,-1.0,,192898.0,1 crore,1,,2022-04-23,,Opposition,
14633,Kamran Khan,geo,Express Tribune,Islamabad,Peshawar,Health,Doctors protest low salaries,97.55490529,19789110,348.0,-0.08744147168,,,,1 crore,No,1.0,2024-01-20,English,,
14634,Umar Cheema,hum news,Nawa-i-Waqt,KPK,Islamabad,Economy,Trade deficit widens again,,10 lakh,239.0,,5.0,1718805.0,166272.0,216714.846,0,1.0,2023-06-17,urdu,Neutral,
14635,Matiullah Jan,ary,Dawn,Islamabad,Peshawar,Politics,Teachers boycott classes in KP,81.20834717,2 crore,101.0,-1.776709442,,868670.0,114718.0,50 lakh,Yes,,2019-08-03,English,Opposition,
14636,Owais Tohid,Express,Jang,KPK,Islamabad,Terrorism,Health crisis follows floods,,2 crore,490.0,-0.4298537247,0.0,42.08367725,,634221.8571,,0.0,2022-01-17,Urdu,Opposition,
14637,Ansar Abbasi,SAMAA TV,Daily Pakistan,Sindh,Multan,Media,Trade deficit widens again,22.65494516,18704922,424.0,1.84146068,4.0,20.67766763,,,No,0.0,2023-02-08,Urdu,Neutral,
14638,RAUF KLASSRA,ARY,Daily Pakistan,Balochistan,Islamabad,Economy,New tax reforms spark debate in parliament,111.565953,10 lakh,79.0,1.401014115,0.0,466130.0,45054.0,,,0.0,2023-11-27,English,Neutral,37437.0
14639,Umar Cheema,ARYNEWS,Daily Pakistan,KPK,Hyderabad,Judiciary,Opposition stages walkout in National Assembly,,2 crore,21.0,,4.0,,187701.0,50 lakh,0,,2025-12-25,ENG,,14337.0
14640,Kamran Shahid,ARYNEWS,Dawn,Balochistan,Quetta,Health,Hospitals face medicine shortages,,,495.0,,1.0,,,50 lakh,No,1.0,2023-06-04,urdu,Opposition,19684.0
14641,Kamran Khan,geo,Dawn,Punjab,Quetta,Politics,HEC budget slashed again,,2 crore,475.0,,3.0,,54944.0,1 crore,No,,2022-01-26,,,24651.0
14642,Kamran Shahid,Samaa,Dawn,Balochistan,Multan,Economy,"Media freedom at risk, says HRCP report",79.65400582,5 million,382.0,,2.0,1826233.0,135437.0,1 crore,0,0.0,2021-04-28,ENG,,
14643,Saleem Safi,hum news,Nawa-i-Waqt,Balochistan,Rawalpindi,Media,High Court stays government decision,,15767082,,-0.08139394674,2.0,,,50 lakh,1,0.0,2024-02-06,English,Pro-Govt,
14644,Owais Tohid,ary,Jang,Balochistan,Islamabad,Politics,PSL Final: Lahore Qalandars vs Karachi Kings,110.3115346,19818437,,,,1013395.0,12929.0,3992714.639,No,1.0,2022-09-03,Urdu,Opposition,
14645,Asma Shirazi,ARY News,Express Tribune,KPK,Rawalpindi,Terrorism,Government to increase petrol price by Rs. 20,,4347279,294.0,0.8421181821,,0.9414522519,,50 lakh,No,0.0,2024-06-10,ENG,Neutral,
14646,Umar Cheema,Geo,Daily Pakistan,Sindh,Hyderabad,Media,Dollar hits 300 in open market,,,,1.950882401,,32.23104934,,1 crore,No,,2019-08-18,urdu,Pro-Govt,
14647,Kamran Shahid,ary,Jang,Islamabad,Karachi,Economy,New universities to be established,3.066983513,2 crore,485.0,,0.0,919579.0,48352.0,50 lakh,,1.0,2019-07-09,,,41391.0
14648,Nusrat Javed,Express-News,Jang,Islamabad,Karachi,Crime,Karachi drainage system collapses,,,498.0,1.347932497,,890589.0,5477.0,1 crore,,1.0,2025-01-11,,Pro-Govt,1405.0
14649,Rauf Klasra,HUM News,Express Tribune,Punjab,Quetta,Media,"Judiciary under pressure, say analysts",23.25484234,2 crore,-2.0,-0.2669651376,,,59584.0,1 crore,0,0.0,2020-01-20,urdu,Neutral,39730.0
14650,Kamran Khan,DAWN,Daily Pakistan,Punjab,Quetta,Health,Aid for Balochistan still missing,11.7695226,5674382,374.0,1.393466737,,6.35062351,160207.0,50 lakh,0,1.0,2025-07-19,urdu,,
14651,Talat Hussain,ARY News,Dawn,AJK,Islamabad,Politics,Student unions demand restoration,55.74428797,10 lakh,,,-1.0,,,50 lakh,1,0.0,2022-02-24,,Neutral,
14652,Mohsin Raza Khan,ARY,Express Tribune,KPK,Hyderabad,Judiciary,Trade deficit widens again,15.556276,,,,1.0,7.735327798,,1 crore,Yes,0.0,2019-04-11,English,Neutral,21597.0
14653,Mohsin Raza Khan,Geo,Nawa-i-Waqt,KPK,Hyderabad,Judiciary,PSL Final: Lahore Qalandars vs Karachi Kings,79.23696194,5 million,,,,,152892.0,50 lakh,Yes,0.0,2021-09-13,Urdu,Neutral,
14654,Nusrat Javed,HUM News,Jang,Islamabad,Hyderabad,Sports,Trade deficit widens again,116.1195425,5 million,,,-1.0,1912276.0,,,1,,2025-06-06,English,Neutral,
14655,Ansar Abbasi,ARY,The News,KPK,Lahore,Media,Exports see slight recovery,12.69620942,10 lakh,290.0,-1.768502374,4.0,,,50 lakh,1,1.0,2025-08-02,English,Pro-Govt,13426.0
14656,Nusrat Javed,Samaa,Nawa-i-Waqt,Punjab,Karachi,Health,Top court rejects NAB report,,10 lakh,317.0,-1.344988833,,23.29142423,28177.0,3044648.33,No,0.0,2023-07-23,,Opposition,49325.0
14657,Umar Cheema,GEO NEWS,Jang,Punjab,Peshawar,Crime,Opposition stages walkout in National Assembly,,,,,3.0,14.88320047,,3764389.842,,1.0,2021-08-06,Urdu,Neutral,8754.0
14658,Mohsin Raza,HUM News,Dawn,Balochistan,Islamabad,Health,"Judiciary under pressure, say analysts",119.1561162,2 crore,484.0,0.3405662382,,6.667025836,,1052955.654,1,0.0,2021-08-16,,,
14659,K. Khan,AbbTakk News,Dawn,Balochistan,Karachi,Media,Army chief meets PM over political crisis,,5 million,434.0,0.5305058015,,,,1 crore,0,,2021-12-22,ENG,,36580.0
14660,Najam Sethi,DAWN,Express Tribune,AJK,Islamabad,Health,Karachi drainage system collapses,38.71069117,,128.0,,,30309.0,,1172378.204,Yes,1.0,2019-01-15,ENG,Pro-Govt,
14661,Owais Tohid,SAMAA TV,Dawn,Punjab,Lahore,Politics,Climate change worsening floods,-0.1653519553,,360.0,,1.0,6.08312212,,50 lakh,,,2021-06-02,ENG,Neutral,17420.0
14662,Mohsin Raza,Samaa,Daily Pakistan,Balochistan,Karachi,Crime,New universities to be established,,11493931,416.0,,,6.515954197,,1 crore,0,0.0,2023-11-09,ENG,Neutral,
14663,Rauf Klasra,Express-News,Dawn,Balochistan,Peshawar,Judiciary,Karachi Kings beat Multan Sultans,80.13996777,,,,3.0,396828.0,,3814212.919,Yes,0.0,2023-03-11,Urdu,Opposition,
14664,Umar Cheema,ARYNEWS,The News,AJK,Quetta,Terrorism,Karachi drainage system collapses,,3173433,280.0,,2.0,,,1 crore,No,1.0,2018-04-24,,Opposition,
14665,Umar Cheema,hum news,Daily Pakistan,KPK,Islamabad,Politics,Aid for Balochistan still missing,107.3083313,1448452,444.0,0.5171224514,5.0,485565.0,,3683888.573,,0.0,2019-02-26,English,,7796.0
14666,Saleem Safi,ARY News,The News,Sindh,Lahore,Education,Budget deficit reaches record high,88.47731061,14294843,,,0.0,,,50 lakh,No,0.0,2020-06-28,,,45249.0
14667,Nusrat Javed,SAMAA TV,The News,KPK,Lahore,Education,Aid for Balochistan still missing,,10 lakh,,,,,,1 crore,1,1.0,2022-02-13,ENG,,31699.0
14668,shahzeb khanzada,Express,Dawn,Islamabad,Lahore,Education,Vaccination drive faces shortage,30.84675454,5 million,306.0,-0.03364575744,,1254374.0,,50 lakh,Yes,,2025-11-22,urdu,Neutral,17031.0
14669,Ansar Abbasi,geo,Dawn,KPK,Islamabad,Education,Suicide bombing in Peshawar mosque,,,152.0,0.1150561471,-1.0,6.769755628,,1 crore,No,,2021-10-25,Urdu,Neutral,
14670,Matiullah Jan,ary,Dawn,AJK,Peshawar,Terrorism,IMF deal finalised today,53.73483876,2 crore,,,5.0,689323.0,149891.0,50 lakh,0,,2022-07-20,Urdu,Neutral,30402.0
14671,Umar Cheema,Samaa,The News,KPK,Islamabad,Politics,PPP vs PMLN war of words heats up,27.29494451,,97.0,-0.3109371305,0.0,320398.0,,1 crore,Yes,1.0,2025-06-06,,Opposition,
14672,Kamran Shahid,HUM News,Express Tribune,Sindh,Karachi,Terrorism,Bomb blast near Karachi market,112.8844811,5 million,,,0.0,,178050.0,,Yes,,2022-01-11,,Opposition,28761.0
14673,Mohsin Raza,ARYNEWS,Nawa-i-Waqt,Sindh,Rawalpindi,Sports,Floods devastate Sindh villages,,2 crore,161.0,0.1313165885,3.0,34.19659136,60080.0,3303829.522,,0.0,2022-12-16,ENG,Opposition,
14674,shahzeb khanzada,DawnNews,Express Tribune,Islamabad,Karachi,Sports,PM announces new economic reforms,,5 million,464.0,,,11.25602606,43384.0,,0,1.0,2023-02-11,,Neutral,
14675,Umar Cheema,Express,Express Tribune,Islamabad,Multan,Education,Lawyers boycott proceedings,,2 crore,276.0,-1.403386692,1.0,29.23218132,86532.0,2052588.684,0,0.0,2021-08-22,,Opposition,
14676,Nusrat Javed,ary,Daily Pakistan,KPK,Lahore,Judiciary,Attack on Army convoy in Waziristan,,17881934,366.0,,5.0,13.77147078,,3486229.119,,,2023-03-14,English,,24220.0
14677,Kamran Shahid,DAWN,Jang,Sindh,Multan,Media,Hospitals face medicine shortages,115.0601884,7955262,341.0,,,0.9116064327,,1 crore,0,,2021-01-19,ENG,Opposition,
14678,Asma Shirazi,DAWN,Jang,Islamabad,Rawalpindi,Economy,Top court rejects NAB report,,169325,,-0.2310886424,,696038.0,129455.0,3401649.952,No,1.0,2022-10-28,ENG,Opposition,5380.0
14679,Umar Cheema,ARYNEWS,Dawn,AJK,Peshawar,Health,Thousands displaced due to rains,,14246382,,,-1.0,,,50 lakh,0,,2022-09-10,urdu,Neutral,
14680,Nusrat Javed,Express-News,Express Tribune,AJK,Karachi,Crime,PPP vs PMLN war of words heats up,11.86649056,3782302,17.0,,3.0,1126872.0,164933.0,50 lakh,1,1.0,2019-11-21,urdu,Pro-Govt,37106.0
14681,Najam Sethi,Geo,The News,Punjab,Karachi,Media,New talent emerges in under-19 cricket,,2 crore,,,,,,,0,0.0,2024-08-28,Urdu,,45884.0
14682,Ansar Abbasi,Geo,Dawn,Sindh,Islamabad,Crime,Government to increase petrol price by Rs. 20,-3.181720933,,,,,30.11781177,,,Yes,0.0,2024-02-27,Urdu,,37586.0
14683,RAUF KLASSRA,GEO NEWS,The News,Islamabad,Islamabad,Terrorism,Private schools increase fees,,7869514,,,2.0,55838.0,154328.0,4532872.569,,,2025-08-22,English,Neutral,
14684,shahzeb khanzada,HUM News,Daily Pakistan,Islamabad,Multan,Media,Newspaper circulation declines,76.9356898,10 lakh,432.0,,,1183404.0,158262.0,50 lakh,0,0.0,2025-08-27,,Neutral,20509.0
14685,Umar Cheema,ARY News,Dawn,AJK,Peshawar,Economy,Pakistan football team defeats India,16.82935296,,,-0.9173373725,3.0,1092092.0,,1 crore,0,1.0,2022-12-27,urdu,Neutral,
14686,Kamran Khan,DAWN,The News,Islamabad,Hyderabad,Judiciary,University students protest fee hikes,,,,0.2748316927,,1563608.0,,1470174.753,No,,2024-07-08,urdu,Opposition,26713.0
14687,Mohsin Raza Khan,ARY,Dawn,Punjab,Lahore,Health,Five soldiers martyred in ambush,,,,1.14818838,1.0,825588.0,,50 lakh,No,,2018-09-05,ENG,Neutral,15660.0
14688,Kamran Khan,DawnNews,Dawn,AJK,Islamabad,Sports,New talent emerges in under-19 cricket,114.3910202,2774929,260.0,1.0980859,4.0,,36698.0,,No,0.0,2022-04-15,English,Opposition,
14689,Kamran Khan,DawnNews,Express Tribune,Punjab,Peshawar,Judiciary,Floods devastate Sindh villages,58.21051924,,162.0,,1.0,26.20829461,73277.0,,Yes,0.0,2018-09-18,urdu,Neutral,
14690,Kamran Shahid,Express-News,Express Tribune,AJK,Rawalpindi,Crime,Cricket team departs for World Cup,,2 crore,,,,1641419.0,133391.0,1 crore,,1.0,2023-03-15,Urdu,Pro-Govt,6941.0
14691,shahzeb khanzada,DawnNews,Express Tribune,Islamabad,Hyderabad,Judiciary,Digital media gaining popularity,84.32132382,10 lakh,380.0,,,,118668.0,1 crore,Yes,0.0,2025-03-11,Urdu,Opposition,
14692,Kamran Shahid,ARY News,Daily Pakistan,KPK,Multan,Media,Mental health awareness campaign launched,,10 lakh,,,0.0,27.66484809,177270.0,1 crore,1,0.0,2024-11-25,Urdu,Pro-Govt,
14693,Nusrat Javed,ary,Express Tribune,Islamabad,Karachi,Crime,Court orders release of missing persons,112.5396326,,49.0,0.3651599936,1.0,26.81419267,175047.0,,,0.0,2022-09-09,Urdu,Pro-Govt,
14694,Kamran Shahid,ary,Express Tribune,Islamabad,Rawalpindi,Judiciary,PSL Final: Lahore Qalandars vs Karachi Kings,111.5299684,,161.0,,1.0,5.306778218,31756.0,50 lakh,No,0.0,2023-06-18,ENG,Pro-Govt,
14695,RAUF KLASSRA,Geo,Nawa-i-Waqt,Sindh,Peshawar,Judiciary,Election rigging scandal unfolds in Lahore,,5 million,,-1.749030458,3.0,1761757.0,,,Yes,1.0,2020-07-13,,Neutral,47675.0
14696,Rauf Klasra,ARYNEWS,Daily Pakistan,AJK,Peshawar,Health,Climate change worsening floods,95.65989871,2 crore,255.0,-1.941330839,4.0,,61171.0,1335436.927,,1.0,2020-11-18,,,4748.0
14697,Mohsin Raza,Geo,Dawn,Islamabad,Quetta,Terrorism,Chief Justice orders suo moto on Karachi violence,,10 lakh,257.0,-0.7765090253,,1414263.0,,1 crore,Yes,1.0,2021-12-22,urdu,Pro-Govt,21689.0
14698,Umar Cheema,DawnNews,Nawa-i-Waqt,Balochistan,Karachi,Judiciary,New talent emerges in under-19 cricket,,10 lakh,,,,,119005.0,1 crore,0,0.0,2020-06-09,urdu,Pro-Govt,33044.0
14699,Ansar Abbasi,AbbTakk News,Dawn,Sindh,Lahore,Health,Pakistan football team defeats India,9.21341068,18836277,423.0,,,,,,1,1.0,2020-05-08,English,Neutral,22248.0
14700,Mohsin Raza Khan,hum news,Daily Pakistan,Punjab,Multan,Education,Election rigging scandal unfolds in Lahore,,16070362,,,,,,4671125.993,1,,2022-06-21,urdu,Pro-Govt,28092.0
14701,RAUF KLASSRA,geo,Daily Pakistan,AJK,Lahore,Media,Karachi drainage system collapses,,10 lakh,16.0,,5.0,4.962599777,198904.0,,,1.0,2022-01-24,Urdu,,15561.0
14702,Kamran Shahid,Express-News,The News,Islamabad,Islamabad,Terrorism,Hockey team faces funding crisis,69.17284579,,,,3.0,1344097.0,28502.0,1 crore,No,1.0,2018-08-20,English,,25833.0
14703,Umar Cheema,Geo,Daily Pakistan,Sindh,Hyderabad,Economy,Geo TV faces heavy fines by PEMRA,,14858190,,-0.3023963189,3.0,1882062.0,,3930373.297,No,1.0,2021-01-01,Urdu,Opposition,
14704,Shahzeb Khanzada,Express-News,Jang,AJK,Lahore,Sports,Quetta blast: ISPR releases statement,15.37028784,6294344,272.0,-1.437976101,2.0,,,840462.8118,0,0.0,2020-10-10,ENG,Pro-Govt,37492.0
14705,Umar Cheema,AbbTakk News,Dawn,Punjab,Hyderabad,Education,HEC budget slashed again,109.7169981,5 million,,0.9272744197,3.0,41.19611431,28113.0,50 lakh,Yes,,2023-03-26,English,Pro-Govt,
14706,Ansar Abbasi,Express-News,Dawn,Islamabad,Hyderabad,Terrorism,Villages submerged in southern Punjab,,2 crore,22.0,,,30.19382208,,50 lakh,0,,2018-09-12,,Opposition,24796.0
14707,Nusrat Javed,SAMAA TV,Daily Pakistan,AJK,Islamabad,Sports,Student unions demand restoration,,10 lakh,172.0,,-1.0,23.42177913,,50 lakh,1,,2021-04-22,urdu,Opposition,21481.0
14708,Ansar Abbasi,Geo,Jang,KPK,Lahore,Economy,Attack on Army convoy in Waziristan,12.24722517,10 lakh,,1.091124144,4.0,,75770.0,,1,1.0,2019-12-04,Urdu,Opposition,
14709,Kamran Khan,ary,The News,Islamabad,Hyderabad,Terrorism,Dollar hits 300 in open market,56.33670178,,,,1.0,18.53182198,175004.0,,Yes,1.0,2020-04-24,ENG,,24839.0
14710,Dr. Shahid Masood,SAMAA TV,Express Tribune,Islamabad,Lahore,Media,Karachi drainage system collapses,,2 crore,171.0,-1.956298337,,,,299971.0885,0,0.0,2024-07-05,,,27984.0
14711,Talat Hussain,Express,Nawa-i-Waqt,Islamabad,Multan,Media,Hockey team faces funding crisis,,5 million,423.0,-1.87182339,,1199785.0,,3448765.48,0,,2019-04-17,,,
14712,Owais Tohid,Geo,Dawn,Islamabad,Islamabad,Terrorism,Exports see slight recovery,21.07012399,5 million,55.0,,,12.52498331,177614.0,1 crore,,1.0,2018-05-20,urdu,Pro-Govt,30588.0
14713,Kamran Shahid,hum news,The News,Islamabad,Karachi,Politics,Digital media gaining popularity,10.42988556,10 lakh,444.0,0.7876963028,0.0,,104131.0,,0,1.0,2019-12-02,ENG,Neutral,13298.0
14714,Rauf Klasra,AbbTakk News,Dawn,Balochistan,Karachi,Sports,New talent emerges in under-19 cricket,114.6914928,5 million,30.0,1.298317684,2.0,8.052714703,80517.0,,1,0.0,2022-04-24,English,Pro-Govt,38791.0
14715,Mohsin Raza Khan,DawnNews,Daily Pakistan,Punjab,Quetta,Education,Pakistan faces defeat in hockey series,,12619115,,,-1.0,,,1678812.666,1,1.0,2019-01-04,English,Neutral,
14716,K. Khan,Samaa,Daily Pakistan,Sindh,Rawalpindi,Crime,High Court stays government decision,27.71487034,10 lakh,246.0,,1.0,,,,Yes,,2025-04-17,ENG,Neutral,
14717,K. Khan,Geo,Express Tribune,Sindh,Hyderabad,Sports,Karachi Kings beat Multan Sultans,,9179491,22.0,-1.736730429,3.0,7.550556294,152443.0,,,1.0,2018-09-03,ENG,,10345.0
14718,RAUF KLASSRA,geo,Nawa-i-Waqt,Punjab,Hyderabad,Education,Floods devastate Sindh villages,24.19546687,5 million,,-0.02057353966,,1297255.0,179275.0,50 lakh,Yes,0.0,2020-08-08,urdu,Opposition,
14719,Matiullah Jan,Samaa,Jang,Balochistan,Rawalpindi,Education,CJ addresses bar association,,10 lakh,,,,28.47769294,,1 crore,,1.0,2020-08-01,English,Neutral,
14720,Mohsin Raza,SAMAA TV,Express Tribune,AJK,Rawalpindi,Media,TTP commander killed in operation,50.92100258,5 million,241.0,,,,,1954619.417,1,,2022-09-11,urdu,Neutral,
14721,Owais Tohid,DawnNews,The News,Islamabad,Karachi,Politics,Hockey team faces funding crisis,46.34741967,2 crore,169.0,0.2942536483,5.0,24.25105772,177826.0,1 crore,No,,2020-02-08,urdu,,7003.0
14722,Kamran Shahid,AbbTakk News,Jang,Sindh,Lahore,Education,Army chief meets PM over political crisis,,,364.0,1.02521741,,32.74748309,,50 lakh,No,0.0,2022-12-28,ENG,Opposition,4269.0
14723,Umar Cheema,Geo,The News,Punjab,Quetta,Judiciary,Health crisis follows floods,,5 million,,0.4092145133,,1659131.0,,1 crore,1,1.0,2018-08-12,Urdu,Neutral,714.0
14724,Kamran Shahid,ary,The News,KPK,Hyderabad,Terrorism,"Judiciary under pressure, say analysts",,11213435,,0.7463728698,,1581162.0,70814.0,,No,1.0,2024-02-20,English,Pro-Govt,3418.0
14725,Saleem Safi,ARY,Nawa-i-Waqt,AJK,Islamabad,Judiciary,High Court stays government decision,7.163490826,10 lakh,80.0,,,,,,0,,2023-12-25,urdu,Neutral,
14726,Talat Hussain,DawnNews,Nawa-i-Waqt,Punjab,Rawalpindi,Economy,"Media freedom at risk, says HRCP report",7.670742324,,,,,611267.0,,,1,1.0,2018-11-03,,Opposition,
14727,Umar Cheema,AbbTakk News,Nawa-i-Waqt,KPK,Karachi,Terrorism,Five soldiers martyred in ambush,-4.795433254,,,,,134674.0,,50 lakh,1,0.0,2020-05-03,ENG,,11631.0
14728,Ansar Abbasi,GEO NEWS,Jang,Sindh,Hyderabad,Judiciary,International squash event begins in Islamabad,,2 crore,,,,41.65432225,,,No,,2022-11-23,,,
14729,Dr. Shahid Masood,hum news,Jang,AJK,Islamabad,Sports,Budget deficit reaches record high,87.01343414,5 million,283.0,,4.0,3.788307831,70482.0,1 crore,0,,2018-12-10,ENG,Opposition,2194.0
14730,Ansar Abbasi,SAMAA TV,Dawn,Balochistan,Peshawar,Economy,PPP vs PMLN war of words heats up,,2 crore,283.0,,1.0,,,1 crore,,0.0,2018-05-08,,Opposition,8260.0
14731,Matiullah Jan,Samaa,Nawa-i-Waqt,KPK,Karachi,Media,Senate passes constitutional amendment,,2 crore,,-1.911897097,,,,,1,1.0,2022-12-19,Urdu,Pro-Govt,38415.0
14732,Mohsin Raza,DawnNews,The News,Balochistan,Karachi,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,,2 crore,282.0,-1.9657947,2.0,1603281.0,33847.0,1 crore,No,0.0,2020-08-15,urdu,Opposition,26538.0
14733,shahzeb khanzada,ARYNEWS,The News,Islamabad,Karachi,Economy,Suicide bombing in Peshawar mosque,97.7025726,10 lakh,,,,,,,0,,2025-01-20,Urdu,Pro-Govt,6199.0
14734,Mohsin Raza,Geo,Daily Pakistan,Balochistan,Islamabad,Sports,Polio cases reported in KPK,18.07737478,5298462,,1.219366812,,722874.0,,1 crore,,,2019-12-16,ENG,Pro-Govt,42401.0
14735,RAUF KLASSRA,Samaa,Daily Pakistan,Sindh,Rawalpindi,Terrorism,Private schools increase fees,62.45593769,10598959,,-0.7112188984,4.0,498547.0,,2994034.479,0,0.0,2022-12-23,urdu,Pro-Govt,
14736,Shahzeb Khanzada,Express-News,Nawa-i-Waqt,KPK,Islamabad,Media,Lawyers boycott proceedings,-0.6035697408,10 lakh,31.0,,,1904355.0,,50 lakh,Yes,1.0,2019-11-27,Urdu,Pro-Govt,
14737,Mohsin Raza Khan,Express-News,The News,Sindh,Lahore,Media,ARY anchor arrested in midnight raid,41.27486878,,427.0,-0.4623939103,,,57062.0,,1,0.0,2022-08-14,English,Pro-Govt,
14738,RAUF KLASSRA,ARY,Dawn,Balochistan,Lahore,Media,Hospitals face medicine shortages,,10 lakh,,,,27.40220482,,50 lakh,,1.0,2018-07-09,,Opposition,33893.0
14739,Dr. Shahid Masood,ary,Jang,Balochistan,Rawalpindi,Economy,Budget deficit reaches record high,,8945690,,0.5644246329,,,,1222668.569,0,0.0,2022-07-21,urdu,Neutral,45096.0
14740,Umar Cheema,Samaa,Express Tribune,Balochistan,Peshawar,Media,Floods devastate Sindh villages,,10 lakh,219.0,-1.654873367,2.0,0.5855358624,194589.0,50 lakh,0,,2020-06-04,Urdu,Neutral,6932.0
14741,Nusrat Javed,DAWN,Nawa-i-Waqt,Islamabad,Islamabad,Crime,Hockey team faces funding crisis,,1303929,,-1.922774349,4.0,,,567045.8226,0,0.0,2025-10-22,ENG,Pro-Govt,33757.0
14742,K. Khan,ARY News,Daily Pakistan,Sindh,Hyderabad,Economy,Doctors protest low salaries,,17881418,,-0.356601292,0.0,23.02383293,,50 lakh,,0.0,2025-03-08,ENG,,48698.0
14743,Saleem Safi,Geo,The News,Islamabad,Lahore,Crime,PEMRA issues warning to multiple channels,35.33167239,5 million,,,2.0,,199502.0,1579882.801,Yes,1.0,2025-01-26,Urdu,,
14744,Rauf Klasra,hum news,Dawn,Islamabad,Karachi,Crime,Pakistan football team defeats India,9.818981807,,,-0.4708829897,,1487006.0,121933.0,50 lakh,1,1.0,2021-08-17,,,31153.0
14745,Talat Hussain,AbbTakk News,Express Tribune,Punjab,Hyderabad,Crime,IMF deal finalised today,,8262766,,,2.0,37.33839127,,637624.8073,No,,2025-10-06,ENG,Neutral,36957.0
14746,Ansar Abbasi,ARYNEWS,Daily Pakistan,KPK,Quetta,Politics,TTP commander killed in operation,72.32755298,10 lakh,148.0,0.7562523931,,,,,No,0.0,2020-07-17,urdu,Neutral,
14747,Saleem Safi,geo,Express Tribune,Punjab,Peshawar,Terrorism,Education ministry faces criticism,,5 million,,,1.0,,,1 crore,No,0.0,2022-09-16,ENG,Pro-Govt,
14748,Nusrat Javed,DAWN,Daily Pakistan,Balochistan,Islamabad,Health,Vaccination drive faces shortage,,10 lakh,179.0,0.8757681189,,276487.0,,50 lakh,Yes,0.0,2025-12-10,urdu,Neutral,
14749,Umar Cheema,Express,Daily Pakistan,KPK,Peshawar,Education,Pakistan faces defeat in hockey series,58.02574262,,447.0,0.4798341769,3.0,47.03872742,,,0,,2025-01-06,Urdu,Neutral,38784.0
14750,Kamran Khan,ary,Daily Pakistan,Islamabad,Multan,Education,New talent emerges in under-19 cricket,,2 crore,,,,40.50090368,,2893203.398,,0.0,2025-05-20,,Pro-Govt,29030.0
14751,Kamran Khan,SAMAA TV,Dawn,Balochistan,Lahore,Judiciary,Karachi drainage system collapses,116.929641,10 lakh,,-0.1728370285,2.0,,69932.0,,0,0.0,2023-01-14,English,Opposition,20931.0
14752,Talat Hussain,SAMAA TV,Express Tribune,Sindh,Lahore,Sports,Five soldiers martyred in ambush,,,441.0,,2.0,1542626.0,,1 crore,No,1.0,2025-01-01,urdu,,18118.0
14753,RAUF KLASSRA,ary,Dawn,AJK,Multan,Politics,Polio cases reported in KPK,,5 million,,1.498315234,,17.3458959,166835.0,50 lakh,,1.0,2018-11-07,,Opposition,26197.0
14754,Owais Tohid,GEO NEWS,Nawa-i-Waqt,KPK,Islamabad,Crime,New talent emerges in under-19 cricket,99.82465928,5 million,,-0.5861386145,1.0,672361.0,93512.0,1 crore,No,,2021-02-06,English,Pro-Govt,
